hospital_id,hospital_name,state,district,city,latitude,longitude,ownership_type,hospital_level,total_beds,icu_beds,ventilators,cardiac_unit,trauma_unit,burn_unit,current_icu_load_percent,emergency_load_score,last_updated
1818,London Hospital,Karnataka,Bengaluru,Bengaluru,13.0806193,77.5482263,Trust,Tertiary,799,132,109,No,No,No,65,0.16,2025-12-16
1819,Nagappa Hadli Hospital,Karnataka,Bengaluru,Bengaluru,13.0829889,77.5489026,Private,Secondary,233,22,14,Yes,No,No,92,0.97,2025-12-16
1820,"Vasan Eye Care Hospital, Nagarabhavi",Karnataka,Bengaluru,Bengaluru,12.9746134,77.5129757,Private,Secondary,308,35,22,Yes,No,Yes,86,0.24,2025-12-16
1821,Rc Hospital,Karnataka,Bengaluru,Bengaluru,12.930936,77.5153776,Private,Tertiary,921,166,126,No,No,Yes,56,0.83,2025-12-16
1822,Veturi Child Health Centre,Karnataka,Bengaluru,Bengaluru,12.9263226,77.5156579,Trust,Secondary,368,33,24,Yes,No,Yes,62,0.69,2025-12-16
1823,Ketham's Hospital Pvt. Ltd,Karnataka,Bengaluru,Bengaluru,13.0686568,77.5582571,Private,Secondary,127,13,10,Yes,No,No,94,1.0,2025-12-16
1824,Ragavendra Hospital,Karnataka,Bengaluru,Bengaluru,13.0425433,77.5155377,Private,Secondary,367,37,27,No,Yes,Yes,66,0.39,2025-12-16
1825,Guru Kripa Clinic,Karnataka,Bengaluru,Bengaluru,13.0349833,77.5676844,Private,Tertiary,1045,157,107,No,Yes,No,81,0.73,2025-12-16
1826,Deeksha Orthopaedic Hospital,Karnataka,Bengaluru,Bengaluru,13.0973922,77.5964894,Trust,Tertiary,779,182,148,Yes,No,No,37,0.92,2025-12-16
1827,Shushrusha Hospital,Karnataka,Bengaluru,Bengaluru,13.0997316,77.5980216,Government,Primary,68,1,0,No,No,Yes,76,0.78,2025-12-16
1828,Chirag Hospital and Maternity Center,Karnataka,Bengaluru,Bengaluru,12.9126298,77.5913594,Government,Secondary,112,13,10,No,No,No,32,0.35,2025-12-16
1829,Udhbhava Hospital,Karnataka,Bengaluru,Bengaluru,12.9256842,77.5489346,Trust,Primary,100,4,2,No,No,Yes,80,0.14,2025-12-16
1830,DG Hospital,Karnataka,Bengaluru,Bengaluru,12.9206648,77.5598673,Government,Secondary,183,21,16,Yes,Yes,No,87,0.94,2025-12-16
1831,Srinivasa Nursing Home,Karnataka,Bengaluru,Bengaluru,12.9423039,77.6174893,Trust,Secondary,248,20,12,No,No,Yes,62,0.59,2025-12-16
1832,Kangila Clinic,Karnataka,Bengaluru,Bengaluru,12.9336501,77.5660602,Private,Secondary,171,13,7,No,No,No,73,0.71,2025-12-16
1833,Chaitanya Hospital,Karnataka,Bengaluru,Bengaluru,13.0990911,77.5861904,Government,Primary,39,1,0,No,No,No,73,0.71,2025-12-16
1834,"Vasan Eye Care Hospital, Koramangala",Karnataka,Bengaluru,Bengaluru,12.9402371,77.6253403,Private,Primary,70,3,2,No,Yes,No,95,0.41,2025-12-16
1835,Asha Clinic,Karnataka,Bengaluru,Bengaluru,12.9158901,77.6506948,Private,Tertiary,914,203,169,No,Yes,Yes,57,0.96,2025-12-16
1836,health nest,Karnataka,Bengaluru,Bengaluru,12.9075992,77.6488507,Private,Secondary,101,8,5,No,Yes,No,45,0.48,2025-12-16
1837,Amma's ENT Clinic,Karnataka,Bengaluru,Bengaluru,13.0281613,77.5793947,Government,Primary,35,1,0,No,No,Yes,39,0.22,2025-12-16
1838,Krishna Specialty Clinic,Karnataka,Bengaluru,Bengaluru,13.026721,77.5789272,Trust,Secondary,181,21,14,No,Yes,No,39,0.64,2025-12-16
1839,Seventh Day Adventist Hospital,Karnataka,Bengaluru,Bengaluru,12.995625,77.6113272,Trust,Secondary,133,14,9,Yes,No,No,60,0.26,2025-12-16
1841,Kids Care Clinic,Karnataka,Bengaluru,Bengaluru,12.914434,77.6050207,Government,Primary,36,1,0,No,No,No,66,0.99,2025-12-16
1842,Pristine Health care,Karnataka,Bengaluru,Bengaluru,12.9382768,77.6186753,Trust,Secondary,379,30,20,Yes,No,Yes,56,0.92,2025-12-16
1843,Prerana Dental Clinic,Karnataka,Bengaluru,Bengaluru,12.9186845,77.630774,Government,Primary,89,4,2,No,Yes,Yes,33,0.86,2025-12-16
1844,Mamtha Health Center,Karnataka,Bengaluru,Bengaluru,12.9180492,77.6318764,Government,Tertiary,577,119,82,Yes,Yes,Yes,44,0.56,2025-12-16
1845,Suprabha Hospital,Karnataka,Bengaluru,Bengaluru,13.0079383,77.5469059,Government,Primary,48,1,0,Yes,Yes,Yes,44,0.61,2025-12-16
1846,Sangolli Nursing Home,Karnataka,Bengaluru,Bengaluru,13.0083564,77.5469273,Trust,Tertiary,695,153,98,No,Yes,No,88,0.12,2025-12-16
1847,Diacon Hospital,Karnataka,Bengaluru,Bengaluru,13.0037682,77.5498337,Government,Secondary,331,29,24,No,No,Yes,62,0.13,2025-12-16
1848,Agarwal Eye Hospital,Karnataka,Bengaluru,Bengaluru,12.9273417,77.6221301,Trust,Secondary,153,16,11,No,Yes,No,70,0.86,2025-12-16
1849,Sri Sapthagiri Clinic,Karnataka,Bengaluru,Bengaluru,12.8736928,77.6449626,Trust,Secondary,197,19,15,No,Yes,No,56,0.12,2025-12-16
1850,Sagar Dental Clinic,Karnataka,Bengaluru,Bengaluru,12.9169725,77.6300572,Government,Primary,67,2,1,No,Yes,No,60,0.28,2025-12-16
1851,Venkateshwara Hospital,Karnataka,Bengaluru,Bengaluru,12.9257842,77.6170828,Trust,Primary,34,0,0,No,No,No,30,0.74,2025-12-16
1852,Namratha Hospital,Karnataka,Bengaluru,Bengaluru,13.0047859,77.543073,Government,Primary,65,2,1,No,Yes,Yes,73,0.65,2025-12-16
1853,Devi Eye Hospital,Karnataka,Bengaluru,Bengaluru,12.9162576,77.6374069,Government,Secondary,277,29,18,Yes,Yes,No,65,0.65,2025-12-16
1854,Mysore Hospital,Karnataka,Bengaluru,Bengaluru,13.0275337,77.5397051,Government,Primary,67,2,1,No,Yes,No,76,0.15,2025-12-16
1855,Jayanagar Orthopaedic Centre,Karnataka,Bengaluru,Bengaluru,12.9293288,77.5877091,Government,Tertiary,666,105,79,No,No,Yes,37,0.45,2025-12-16
1856,Shekar Hospital,Karnataka,Bengaluru,Bengaluru,12.9458714,77.5675192,Trust,Primary,73,2,1,No,No,No,58,0.86,2025-12-16
1857,Punya Hospital,Karnataka,Bengaluru,Bengaluru,13.0011459,77.5359798,Government,Secondary,258,22,16,Yes,Yes,Yes,87,0.41,2025-12-16
1858,Vasan Eye Care,Karnataka,Bengaluru,Bengaluru,12.9102705,77.6265538,Government,Primary,40,1,0,Yes,Yes,No,35,0.97,2025-12-16
1859,Parimala Clinic,Karnataka,Bengaluru,Bengaluru,12.9135707,77.5788941,Private,Tertiary,426,84,61,No,Yes,No,66,0.68,2025-12-16
1860,Karanth Speciality Hospital,Karnataka,Bengaluru,Bengaluru,12.9160081,77.6193573,Private,Tertiary,1051,177,143,No,No,Yes,84,0.51,2025-12-16
1861,Gangothri Hospital,Karnataka,Bengaluru,Bengaluru,12.9162878,77.6138218,Trust,Primary,39,1,0,No,No,Yes,68,0.11,2025-12-16
1862,Spurthy Hospital,Karnataka,Bengaluru,Bengaluru,12.9239335,77.61116,Trust,Primary,38,1,0,Yes,Yes,Yes,46,0.55,2025-12-16
1863,Prasad Eye Hospital,Karnataka,Bengaluru,Bengaluru,12.9351929,77.6086817,Trust,Primary,76,3,2,Yes,Yes,Yes,65,0.13,2025-12-16
1864,NIMHANS Screening block,Karnataka,Bengaluru,Bengaluru,12.9387115,77.5937737,Government,Primary,88,3,2,No,Yes,Yes,59,0.17,2025-12-16
1865,NIMHANS OPD,Karnataka,Bengaluru,Bengaluru,12.9388056,77.5942994,Private,Primary,76,3,2,Yes,Yes,Yes,64,0.33,2025-12-16
1866,Manjunath Hospital,Karnataka,Bengaluru,Bengaluru,12.9483598,77.5940621,Private,Primary,83,4,3,Yes,No,Yes,49,0.84,2025-12-16
1867,Karthik Hospital,Karnataka,Bengaluru,Bengaluru,12.9484356,77.5942592,Trust,Primary,61,2,1,Yes,Yes,Yes,40,0.24,2025-12-16
1868,Aswad Hospital,Karnataka,Bengaluru,Bengaluru,12.9147871,77.6247622,Government,Tertiary,836,168,129,Yes,Yes,No,31,0.87,2025-12-16
1869,TSR heart care,Karnataka,Bengaluru,Bengaluru,13.0264438,77.5933686,Private,Primary,38,0,0,No,No,No,62,0.69,2025-12-16
1870,Fortis Hospital,Karnataka,Bengaluru,Bengaluru,13.0022409,77.5490879,Government,Secondary,320,30,23,No,Yes,No,72,0.63,2025-12-16
1871,Citi Hospital,Karnataka,Bengaluru,Bengaluru,12.9956506,77.5510696,Private,Secondary,282,26,20,No,Yes,No,32,0.92,2025-12-16
1872,"Vasan Eye Care Hospital, Rajaji Nagar",Karnataka,Bengaluru,Bengaluru,12.9995223,77.5505328,Government,Primary,47,2,1,Yes,Yes,No,81,0.51,2025-12-16
1873,Ananya Hospital,Karnataka,Bengaluru,Bengaluru,12.9998205,77.55045,Trust,Primary,40,0,0,Yes,No,Yes,91,0.44,2025-12-16
1874,Baptist,Karnataka,Bengaluru,Bengaluru,12.9970915,77.5719766,Private,Tertiary,929,190,142,No,Yes,Yes,79,0.3,2025-12-16
1875,Shivakrupa Hospital,Karnataka,Bengaluru,Bengaluru,12.973967,77.5479135,Private,Secondary,366,32,25,No,Yes,No,39,0.75,2025-12-16
1876,Dr. Ambedkar Medical College Hospital,Karnataka,Bengaluru,Bengaluru,13.0248621,77.6139585,Government,Secondary,199,19,14,No,Yes,No,42,0.37,2025-12-16
1877,"Sri Maruthi hospital, Sheshadripuram",Karnataka,Bengaluru,Bengaluru,12.9926441,77.5742046,Private,Primary,80,2,1,Yes,No,Yes,67,0.18,2025-12-16
1878,Sunny Medicals Hospital Clinic,Karnataka,Bengaluru,Bengaluru,12.9267954,77.6699091,Private,Primary,60,2,1,No,No,No,49,0.23,2025-12-16
1879,Karunya Homoeopathy Centre,Karnataka,Bengaluru,Bengaluru,13.0307899,77.653594,Private,Secondary,309,35,24,Yes,No,No,64,0.84,2025-12-16
1880,Ayur Seva Hospital,Karnataka,Bengaluru,Bengaluru,13.0148188,77.6653699,Trust,Primary,46,2,1,Yes,Yes,No,83,0.96,2025-12-16
1881,Vinayaka Specialty Hospital,Karnataka,Bengaluru,Bengaluru,12.8990004,77.6218548,Government,Tertiary,897,169,134,Yes,No,Yes,38,0.13,2025-12-16
1882,Koshys Hospital,Karnataka,Bengaluru,Bengaluru,13.0207033,77.6760593,Government,Secondary,202,17,10,Yes,No,Yes,89,0.77,2025-12-16
1883,Gurushree Hitech Multispeciality Hospital,Karnataka,Bengaluru,Bengaluru,12.9593144,77.5265054,Government,Tertiary,863,161,97,No,No,Yes,56,0.3,2025-12-16
1884,"Shobha Hospital, Bengaluru Urban",Karnataka,Bengaluru,Bengaluru,12.9755854,77.5313495,Trust,Primary,46,1,0,Yes,Yes,Yes,64,0.19,2025-12-16
1885,"Gayathri Hospital, Bengaluru Urban",Karnataka,Bengaluru,Bengaluru,12.9744053,77.5426819,Private,Primary,100,2,1,No,No,Yes,65,0.31,2025-12-16
1886,MEDSOL Hospital,Karnataka,Bengaluru,Bengaluru,12.9309944,77.4929837,Trust,Tertiary,1133,174,121,Yes,No,No,78,0.67,2025-12-16
1888,Bharathy Hospital,Karnataka,Bengaluru,Bengaluru,12.9761294,77.5326369,Trust,Secondary,228,21,17,No,Yes,No,31,0.52,2025-12-16
1889,Yogananda Medical and Research Centre,Karnataka,Bengaluru,Bengaluru,12.9202791,77.5598033,Government,Primary,61,1,0,No,Yes,No,72,0.66,2025-12-16
1890,"Government Primary Healthcare Center, Begur",Karnataka,Bengaluru,Bengaluru,12.8778532,77.6246582,Trust,Primary,55,1,0,Yes,Yes,Yes,79,0.22,2025-12-16
1891,Cure & Care Dental Clinic Dr. Moumita Mukherjee,Karnataka,Bengaluru,Bengaluru,12.9074968,77.6492213,Trust,Primary,45,1,0,No,Yes,Yes,67,0.8,2025-12-16
1892,Shirdi Sai Hospital,Karnataka,Bengaluru,Bengaluru,13.0372438,77.5648754,Government,Primary,68,2,1,No,Yes,Yes,53,0.75,2025-12-16
1893,Nayantara Opticals,Karnataka,Bengaluru,Bengaluru,12.8924828,77.6198497,Private,Secondary,252,27,21,No,Yes,No,61,0.95,2025-12-16
1894,Kottakkal Arya Vaidya Sala,Karnataka,Bengaluru,Bengaluru,12.9411061,77.5850591,Private,Secondary,167,18,13,No,Yes,Yes,81,0.13,2025-12-16
1895,"Charan Homeopathy, Ramamurthy Nagar",Karnataka,Bengaluru,Bengaluru,13.0100409,77.6674667,Government,Primary,36,1,0,No,No,Yes,75,0.69,2025-12-16
1896,Dhanavantri Hospital,Karnataka,Bengaluru,Bengaluru,13.0834023,77.6348642,Private,Secondary,322,30,21,No,No,Yes,54,0.28,2025-12-16
1897,T.R.Hospital,Karnataka,Bengaluru,Bengaluru,12.8807554,77.5841671,Government,Tertiary,429,104,72,No,Yes,Yes,69,0.52,2025-12-16
1898,Rainbow Clinic and Diagnostic Laboratory,Karnataka,Bengaluru,Bengaluru,12.891484,77.5816961,Private,Secondary,133,12,8,Yes,No,Yes,31,0.17,2025-12-16
1899,Cloud Nine Hospital,Karnataka,Bengaluru,Bengaluru,13.0078742,77.5625316,Private,Secondary,244,28,21,Yes,Yes,No,87,0.3,2025-12-16
1900,"Nayak Hospital, Gayathri Nagar",Karnataka,Bengaluru,Bengaluru,12.9993857,77.5606403,Private,Secondary,194,20,16,Yes,Yes,Yes,51,0.91,2025-12-16
1901,"Rajnandani Hospital, Bangalore",Karnataka,Bengaluru,Bengaluru,12.8845448,77.5701276,Trust,Primary,33,1,0,No,No,No,94,0.19,2025-12-16
1902,"Maharaja Agrasen Hospital, Bengaluru Urban",Karnataka,Bengaluru,Bengaluru,12.915903,77.5550223,Government,Secondary,277,25,20,Yes,No,Yes,30,0.41,2025-12-16
1903,Banashankari Referral Hospital,Karnataka,Bengaluru,Bengaluru,12.9231342,77.5642974,Private,Secondary,198,19,14,No,No,No,64,0.34,2025-12-16
1904,Bangalore Kidney Foundation - NU Hospital,Karnataka,Bengaluru,Bengaluru,12.9179548,77.555816,Government,Tertiary,822,162,107,Yes,No,No,82,0.93,2025-12-16
1905,"Panacea Hospital, Nagarabhavi",Karnataka,Bengaluru,Bengaluru,12.9613237,77.511726,Trust,Secondary,174,15,10,No,Yes,Yes,72,0.42,2025-12-16
1906,Shanbhag Hospital,Karnataka,Bengaluru,Bengaluru,12.9856882,77.5435424,Private,Primary,94,2,1,No,Yes,No,59,0.6,2025-12-16
1907,Trupti Nursing Home,Karnataka,Bengaluru,Bengaluru,12.9946566,77.5397544,Government,Secondary,248,26,16,No,No,Yes,52,0.96,2025-12-16
1908,Srivijaya Speciality Hospital,Karnataka,Bengaluru,Bengaluru,13.0124345,77.6580271,Private,Primary,98,4,2,Yes,No,Yes,87,0.25,2025-12-16
1909,Magnus Diagnostic Lab,Karnataka,Bengaluru,Bengaluru,12.9349187,77.6305022,Government,Tertiary,569,138,83,No,No,No,60,0.98,2025-12-16
1910,Krupa Medical center,Karnataka,Bengaluru,Bengaluru,13.000431,77.5411664,Government,Primary,78,2,1,No,Yes,Yes,77,0.98,2025-12-16
1911,Soukya Hospital,Karnataka,Bengaluru,Bengaluru,13.0774744,77.5587548,Trust,Secondary,265,24,18,Yes,Yes,No,92,0.32,2025-12-16
1912,Greenview Medical Center,Karnataka,Bengaluru,Bengaluru,12.9191813,77.6381379,Government,Primary,41,1,0,No,Yes,Yes,71,0.27,2025-12-16
1913,Vaidyaratnam Oushadhasala,Karnataka,Bengaluru,Bengaluru,12.9121004,77.6485848,Government,Tertiary,620,147,123,No,Yes,No,58,0.57,2025-12-16
1914,Blossoms Hospital,Karnataka,Bengaluru,Bengaluru,12.9064393,77.6308237,Government,Tertiary,496,79,58,No,No,Yes,82,0.33,2025-12-16
1915,Live100,Karnataka,Bengaluru,Bengaluru,12.8791713,77.6454925,Trust,Secondary,289,27,16,Yes,Yes,Yes,42,0.11,2025-12-16
1916,ESi Hospital,Karnataka,Bengaluru,Bengaluru,13.0077936,77.6923101,Private,Secondary,386,38,29,Yes,Yes,No,95,0.71,2025-12-16
1917,Happy Tooth,Karnataka,Bengaluru,Bengaluru,12.9744193,77.5336479,Government,Primary,73,2,1,Yes,Yes,No,68,0.87,2025-12-16
1918,Rishi Women and Child Clinic,Karnataka,Bengaluru,Bengaluru,12.9745812,77.532699,Government,Secondary,308,32,23,Yes,Yes,No,81,0.82,2025-12-16
1919,Penta Care Ayurvedic Hospital,Karnataka,Bengaluru,Bengaluru,12.9736894,77.5369482,Private,Primary,74,2,1,No,Yes,Yes,91,0.14,2025-12-16
1920,Shalini Nursing & MAternity Home,Karnataka,Bengaluru,Bengaluru,12.9436624,77.5419997,Private,Secondary,123,12,7,Yes,No,No,36,0.19,2025-12-16
1921,Shreya Poly Clinic,Karnataka,Bengaluru,Bengaluru,12.9729127,77.5394723,Private,Primary,38,0,0,No,Yes,No,55,0.19,2025-12-16
1922,Anurag Medical Center,Karnataka,Bengaluru,Bengaluru,12.9612829,77.5271683,Private,Secondary,228,25,16,Yes,Yes,Yes,51,0.27,2025-12-16
1923,United Medical lab,Karnataka,Bengaluru,Bengaluru,13.0007683,77.6132902,Government,Secondary,271,28,23,No,Yes,No,55,0.12,2025-12-16
1924,Pragathi Ayurvedic Center,Karnataka,Bengaluru,Bengaluru,12.9843701,77.555666,Trust,Secondary,230,24,17,Yes,No,Yes,90,0.61,2025-12-16
1926,Vatsalya Chidren's Clinic,Karnataka,Bengaluru,Bengaluru,12.8948505,77.6109105,Private,Tertiary,1048,247,195,Yes,Yes,No,67,0.74,2025-12-16
1928,Sharavathi Hospitals (P) Ltd.,Karnataka,Bengaluru,Bengaluru,12.9623406,77.5342853,Private,Secondary,160,15,10,No,No,No,91,0.51,2025-12-16
1929,"Dr.Agarwal's Eye Hospital Ltd, Padmanabha Nagar",Karnataka,Bengaluru,Bengaluru,12.9169288,77.5592568,Private,Tertiary,878,213,163,Yes,No,No,92,0.88,2025-12-16
1930,Shraddha Eye Care,Karnataka,Bengaluru,Bengaluru,12.9184617,77.5555842,Trust,Secondary,153,13,10,Yes,No,Yes,69,0.98,2025-12-16
1931,"Vasan Eye Care Hospital, Rajarajeswari Nagar",Karnataka,Bengaluru,Bengaluru,12.931334,77.5154779,Trust,Tertiary,548,105,81,No,Yes,Yes,74,0.4,2025-12-16
1932,Cloud Nine Fertility,Karnataka,Bengaluru,Bengaluru,12.9055088,77.5858347,Private,Tertiary,464,105,72,No,No,No,83,0.8,2025-12-16
1933,Aikya Healthcare,Karnataka,Bengaluru,Bengaluru,12.8827229,77.5466715,Trust,Primary,76,2,1,No,No,Yes,86,0.58,2025-12-16
1934,Konanakunte Government Hospital,Karnataka,Bengaluru,Bengaluru,12.8840897,77.5664029,Private,Tertiary,960,173,114,No,Yes,No,68,0.86,2025-12-16
1936,Telerad Rx Dx Health Care Whitefield,Karnataka,Bengaluru,Bengaluru,12.9768424,77.7103746,Private,Primary,54,1,0,No,Yes,No,46,0.18,2025-12-16
1937,Motherhood Hospital(Unit Of Rhea Healthcare Pvt Ltd),Karnataka,Bengaluru,Bengaluru,12.9784409,77.6375845,Trust,Secondary,283,31,25,No,Yes,No,48,0.53,2025-12-16
1938,Respiratory and womens health clinic.,Karnataka,Bengaluru,Bengaluru,12.9762645,77.6376528,Private,Tertiary,956,184,139,Yes,No,No,41,0.81,2025-12-16
1939,Rashmi Hospital,Karnataka,Bengaluru,Bengaluru,12.9766951,77.6362278,Trust,Primary,95,2,1,No,No,No,82,0.66,2025-12-16
1940,Netradama Eye Hospital,Karnataka,Bengaluru,Bengaluru,12.9734836,77.6357281,Government,Primary,89,1,0,Yes,Yes,Yes,87,0.85,2025-12-16
1941,Sree Venkateshwara Speciality Hospital,Karnataka,Bengaluru,Bengaluru,12.9425246,77.6025303,Government,Secondary,122,12,8,Yes,No,No,45,0.15,2025-12-16
1942,Leela Hospital and Diagnostic Center,Karnataka,Bengaluru,Bengaluru,13.0002667,77.5694894,Private,Primary,48,2,1,Yes,Yes,No,70,0.67,2025-12-16
1943,Dr. Rajkumar Blood Bank,Karnataka,Bengaluru,Bengaluru,12.968031,77.5878222,Trust,Primary,60,1,0,Yes,No,Yes,55,0.2,2025-12-16
1944,Nelivigi Eye Hospital,Karnataka,Bengaluru,Bengaluru,12.9241818,77.6737518,Private,Primary,60,2,1,Yes,No,Yes,40,0.92,2025-12-16
1945,Sanghi Medical Centre (P) Ltd,Karnataka,Bengaluru,Bengaluru,12.9517397,77.6994832,Private,Secondary,169,18,13,No,No,No,51,0.31,2025-12-16
1946,"Sri Sai Krupa Hospital, Bengaluru Urban",Karnataka,Bengaluru,Bengaluru,13.0294181,77.5593857,Private,Secondary,251,23,16,Yes,No,No,88,0.94,2025-12-16
1947,ALDOS Medical Service Pvt LTD,Karnataka,Bengaluru,Bengaluru,12.9826672,77.6381036,Government,Primary,77,2,1,Yes,Yes,Yes,33,0.59,2025-12-16
1948,Government Hospital,Karnataka,Bengaluru,Bengaluru,12.8870605,77.603414,Private,Secondary,111,9,7,No,Yes,No,63,0.66,2025-12-16
1949,Rajashree Granthim hospital,Karnataka,Bengaluru,Bengaluru,12.8893134,77.602422,Trust,Primary,76,1,0,Yes,No,No,40,0.16,2025-12-16
1950,Krishna Nursing Home,Karnataka,Bengaluru,Bengaluru,12.9474222,77.5986921,Government,Secondary,276,27,19,Yes,No,No,86,0.51,2025-12-16
1951,"Shifa Hospital, Bengaluru Urban",Karnataka,Bengaluru,Bengaluru,12.9900105,77.5988107,Trust,Primary,89,3,2,Yes,Yes,No,64,0.14,2025-12-16
1952,Milann Fertility Center,Karnataka,Bengaluru,Bengaluru,12.9159249,77.5856011,Private,Primary,30,1,0,Yes,Yes,No,43,0.75,2025-12-16
1953,Gift IVF center,Karnataka,Bengaluru,Bengaluru,12.962951,77.6418711,Trust,Secondary,215,17,12,No,Yes,No,48,0.49,2025-12-16
1954,HCG Cancer Hospital,Karnataka,Bengaluru,Bengaluru,12.9603157,77.5930493,Private,Secondary,293,26,20,Yes,Yes,No,39,0.11,2025-12-16
1955,Health Care Global,Karnataka,Bengaluru,Bengaluru,12.9584755,77.5919279,Trust,Secondary,207,22,18,Yes,No,Yes,53,0.96,2025-12-16
1956,Gulecha Dental Care,Karnataka,Bengaluru,Bengaluru,12.9292418,77.5893625,Private,Secondary,227,21,13,No,Yes,Yes,66,0.31,2025-12-16
1957,Rajbal Skin Clinic,Karnataka,Bengaluru,Bengaluru,13.0206063,77.6445361,Private,Primary,42,1,0,Yes,No,Yes,79,1.0,2025-12-16
1958,Prashanth Hospital,Karnataka,Bengaluru,Bengaluru,12.9066637,77.6287463,Government,Secondary,174,19,14,No,No,No,94,0.16,2025-12-16
1959,Dianova Diabetes Center and Hospital,Karnataka,Bengaluru,Bengaluru,13.0147612,77.6335463,Private,Primary,81,2,1,Yes,No,Yes,54,0.53,2025-12-16
1960,Ameena Medical centre,Karnataka,Bengaluru,Bengaluru,12.9777082,77.6323407,Trust,Secondary,245,27,16,No,Yes,Yes,78,0.13,2025-12-16
1961,Dr.Agarwal Eye & Dental Hospital,Karnataka,Bengaluru,Bengaluru,12.9700356,77.6362439,Private,Tertiary,453,88,65,No,Yes,Yes,95,0.33,2025-12-16
1962,SRL Diagnostics,Karnataka,Bengaluru,Bengaluru,12.9599306,77.7160447,Private,Primary,80,2,1,Yes,Yes,No,51,0.22,2025-12-16
1963,Dr Raos Maternity Hospital,Karnataka,Bengaluru,Bengaluru,12.9850421,77.5460481,Government,Primary,65,1,0,Yes,Yes,No,67,0.11,2025-12-16
1964,Sagar Chandramma Hospitals,Karnataka,Bengaluru,Bengaluru,12.9485535,77.5748248,Government,Secondary,326,26,17,No,No,No,37,0.27,2025-12-16
1965,Trilife Hospital,Karnataka,Bengaluru,Bengaluru,13.0169826,77.6432959,Trust,Tertiary,1023,155,118,No,No,Yes,45,0.54,2025-12-16
1966,Vignesh Lab and Diagnostics,Karnataka,Bengaluru,Bengaluru,13.0267226,77.6041132,Government,Primary,56,1,0,Yes,Yes,No,31,0.72,2025-12-16
1967,Apollo Cradle,Karnataka,Bengaluru,Bengaluru,12.9368104,77.6206345,Private,Primary,36,0,0,No,No,No,64,0.58,2025-12-16
1968,Shiva Kumaraswamy Building,Karnataka,Bengaluru,Bengaluru,12.9717049,77.5493718,Trust,Secondary,320,37,25,No,No,No,72,0.47,2025-12-16
1969,Myo Medex - Ace Speciality Clinic,Karnataka,Bengaluru,Bengaluru,12.8615976,77.5999324,Trust,Primary,38,1,0,Yes,Yes,Yes,85,0.95,2025-12-16
1970,Stanford Speciality Hospital,Karnataka,Bengaluru,Bengaluru,12.911533,77.6764094,Private,Secondary,239,24,16,Yes,Yes,Yes,39,0.78,2025-12-16
1971,Dr Mohan Nursing Home,Karnataka,Bengaluru,Bengaluru,12.9124371,77.6813917,Government,Tertiary,673,160,96,No,Yes,No,54,0.21,2025-12-16
1972,Sparsh Clinic,Karnataka,Bengaluru,Bengaluru,12.9072384,77.6755805,Government,Secondary,352,28,18,Yes,Yes,No,85,0.76,2025-12-16
1973,Raksha Orthopaedic And Multi Speciality Centre,Karnataka,Bengaluru,Bengaluru,12.9041502,77.6741043,Trust,Primary,35,1,0,No,Yes,Yes,62,0.65,2025-12-16
1974,Narayana Nethralaya,Karnataka,Bengaluru,Bengaluru,12.8750879,77.5950098,Government,Secondary,139,13,10,No,Yes,Yes,66,0.25,2025-12-16
1975,Naadi Ayurveda Center,Karnataka,Bengaluru,Bengaluru,12.9121008,77.6820003,Private,Primary,65,1,0,Yes,Yes,No,83,0.32,2025-12-16
1977,The Family Doctor & The Family Pharma,Karnataka,Bengaluru,Bengaluru,12.9122002,77.6818637,Trust,Secondary,130,14,9,No,No,Yes,84,0.64,2025-12-16
1978,Life Care Hospital,Karnataka,Bengaluru,Bengaluru,12.9194712,77.6130111,Trust,Secondary,352,31,20,No,Yes,Yes,39,0.39,2025-12-16
1979,Bhagavathi Hospitals Private Limited,Karnataka,Bengaluru,Bengaluru,12.9161259,77.6311505,Trust,Secondary,384,32,24,No,No,Yes,81,0.68,2025-12-16
1980,Gunasheela Hospitals,Karnataka,Bengaluru,Bengaluru,12.9250105,77.6278708,Private,Primary,60,1,0,Yes,No,No,59,0.94,2025-12-16
1981,NRS Medical & Dental Specialists Centre,Karnataka,Bengaluru,Bengaluru,12.9151071,77.5624888,Private,Tertiary,980,173,138,No,Yes,No,94,0.8,2025-12-16
1982,Anurag Medical Centre,Karnataka,Bengaluru,Bengaluru,12.9060641,77.6049776,Trust,Primary,65,1,0,Yes,Yes,Yes,74,0.11,2025-12-16
1983,Sarvodaya Hospital,Karnataka,Bengaluru,Bengaluru,12.9390944,77.5619057,Government,Secondary,270,24,17,Yes,Yes,No,49,0.72,2025-12-16
